Active Status,Type,Item,Description,Preferred Vendor,Height,Width,Depth,MERV,MERV Value,Classification,Category_ID,
Active,Inventory Part,ZPS162012-95DH,16x20x12 Synthetic Media 95% Rigid Box Filter Double-Headered,Glasfloss Industries,16,20,12,95%,16,f,3,
Active,Inventory Part,ZPS16201295BO,16x20x12 Rigid Air Box Sytle filter 95% Metal Frame,Glasfloss Industries,16,20,12,95%,16,f,3,
Active,Inventory Part,ZPS16201295HO,16x20x12 Rigid Air Box Sytle filter 95% Metal Frame Single Header,Glasfloss Industries,16,20,12,95%,16,f,3,
Active,Inventory Part,ZPS1620685H,16.0 X 20.0 X 6 in Synthetic Z-PAK MERV13..(85%) Box Nominal-HEADER,Glasfloss Industries,16,20,6,MERV13,13,f,3,
Active,Inventory Part,ZPS162512-95DH,16x25x12 Synthetic Media 95% Rigid Box Filter Double-Headered,Glasfloss Industries,16,25,12,95%,16,f,3,
Active,Inventory Part,ZPS162512-95NH,16x25x12 Synthetic Media 95% Rigid Box Filter Non-Headered,Glasfloss Industries,16,25,12,95%,16,f,3,
Active,Inventory Part,ZPS202012-85 NH,20x20x12 Rigid Box Filters 85% Synthetic Non Headered,Glasfloss Industries,20,20,12,85%,13,f,3,
Active,Inventory Part,ZPS202012-95DH,20x20x12 Synthetic Media 95% Rigid Box Filter Double-Headered,Glasfloss Industries,20,20,12,95%,16,f,3,
Active,Inventory Part,ZPS202012-95H,20x20x12 Synthetic Media 95% Rigid Box Filter Headered,Glasfloss Industries,20,20,12,95%,16,f,3,
Active,Inventory Part,ZPS202012-95NH,20x20x12 Synthetic Media 95% Rigid Box Filter Non-Headered,Glasfloss Industries,20,20,12,95%,16,f,3,
Active,Inventory Part,ZPS20206-95H,20x20x6 Synthetic Z-Pack 95% Header,Glasfloss Industries,20,20,6,95%,16,f,16,
Active,Inventory Part,ZPS202412-95H,20x24x12 Synthetic Media 95% Rigid Box Filter Headered,Glasfloss Industries,20,24,12,95%,16,f,3,
Active,Inventory Part,ZPS202412-95NH,20x24x12 Synthetic Media 95% Rigid Box Filter - No Headered,Glasfloss Industries,20,24,12,95%,16,f,3,
Active,Inventory Part,ZPS20246-65H,20x24x6 Synthetic Z-Pack 65% Header,Glasfloss Industries,20,24,6,65%,11,f,16,
Active,Inventory Part,ZPS20246-95H,20x24x6 Synthetic Z-Pack 95% Header,Glasfloss Industries,20,24,6,95%,16,f,16,
Active,Inventory Part,ZPS202512-95NH,20x25x12 Synthetic Media 95% Rigid Box Filter Non-Headered,Glasfloss Industries,20,25,12,95%,16,f,3,
Active,Inventory Part,ZPS2025685-H,20x25x6 Synthetic Media 85% Rigid Box Filter Non-Headered,Glasfloss Industries,20,25,6,85%,13,f,3,
Active,Inventory Part,ZPS242412-65NH,24x24x12 Synthetic Media 65% Rigid Box Filter Non-Headered,Glasfloss Industries,24,24,12,65%,11,f,3,
Active,Inventory Part,ZPS242412-85NH,24x24x12 Synthetic Media 85% Rigid Box Filter Non-Headered,Glasfloss Industries,24,24,12,85%,13,f,3,
Active,Inventory Part,ZPS242412-95H,24x24x12 Rigid Box Filters 95% Sythentic Single Header,Glasfloss Industries,24,24,12,95%,16,f,3,
Active,Inventory Part,ZPS242412-95NH,24x24x12 Synthetic Media 95% Rigid Box Filter Non-Headered,Glasfloss Industries,24,24,12,95%,16,f,3,
Active,Inventory Part,ZPS24241285BO,"24.0 X 24.0 X 12 in Synthetic Z-PAK MERV 13 (85%) Box Frame Nominal, Non-Headered",Glasfloss Industries,24,24,12,MERV 13,13,f,3,
Active,Inventory Part,ZPS242412F-95NH,24x24x12 Fiberglass Media (MERV 15) 95% Rigid Box Filter Non-Headered,Glasfloss Industries,24,24,12,MERV 15,15,f,3,
Active,Inventory Part,ZPS24246,24x24x6 Synthetic 85% Rigid Box Filter,Glasfloss Industries,24,24,6,85%,13,f,3,
Active,Inventory Part,ZPS24246-85NH,24x24x6 Sythetic Z-Pack 85% No Header,Glasfloss Industries,24,24,6,85%,13,f,16,
Active,Inventory Part,ZPS24246-Merv14,24x24x6 Synthetic Merv 14 Rigid Box Filter,Glasfloss Industries,24,24,6,Merv 14,14,f,3,
Active,Inventory Part,ZPS2424665-NH,24x24x6 Synthetic 65% Rigid Box Non-Header,Glasfloss Industries,24,24,6,65%,11,f,3,
Active,Inventory Part,ZPS2424665HO,24x24x6 Synthetic 65% Rigid Box HEADERED,Glasfloss Industries,24,24,6,65%,11,f,3,
Active,Inventory Part,ZPS2424695-HO,24 X 24 X 6 in Synthetic Z-PAK MERV 14 (95%) Box Nominal HEADERED,Glasfloss Industries,24,24,6,MERV 14,14,f,3,
Active,Inventory Part,ZPS2424695-NH,24 X 24 X 6 in Synthetic Z-PAK MERV 14 (95%) Box Nominal,Glasfloss Industries,24,24,6,MERV 14,14,f,3,
Active,Inventory Part,ZPS2424695BO,24x24x6 Synthetic MERV 14 Rigid Box Non-Header,Glasfloss Industries,24,24,6,MERV 14,14,f,3,
Active,Non-inventory Part,004DN025BN4HC,"004DN025BN4HC  ..Hydac Replacement Pressure Filter Element, 25 Micron, NBR Seal","Precision Filter Products, LLC",,,,,,f,5,
Active,Non-inventory Part,0060R005ON-Hydac,Hydac Filter Element 1262932,"Precision Filter Products, LLC",,,,,,f,5,
Active,Non-inventory Part,012- 100093,"Down Stream Gasketing, Neoprene",Caldwell Gasket,,,,,,a,16,
Active,Non-inventory Part,012- 100096,Upstream GasUpstream Gasketing,Caldwell Gasket,,,,,,a,16,
Active,Non-inventory Part,012- SCE- .25,"Sponge, SCE41, 0.25"" thick ...25"" x.492 x 22.625""L",Caldwell Gasket,0.25,0.492,22.625,,,a,16,
Active,Non-inventory Part,013- 100093- N,"Filter Gasketing Neoprene 22 7/8"" x 1/4"" x 1/2"" Cut Strips","Wetzel Technologies Co., Ltd",22.875,0.25,0.5,,,a,16,
Active,Non-inventory Part,01ME03-30820060,"HILCO OIL MIST ELIMINATOR..(HILCO DWG #3082-00-060-C)..- 3� -150# ANSI RF Flanged Inlet/Outlet Connections...- �� FNPT Drain/Vent Connections...- 15psi design...- Carbon Steel Construction, with HILCO Epoxy Paint...- Requires: (3) HILCO CCS639-00-C Coa...",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,01ME03-30821210,HILCO OIL MIST ELIMINATOR..(HILCO DWG #3082-12-010-C)..- Flow Capacity: 125 CFM...- 4� SCH 40 B.W. Inlet Connections...- 4� Slip On Bypass Connection...- 2� FPT Outlet/Silencer...- �� FPT Drain/Gauge Connections...- Mounting Bracket...- Carbon Steel Co...,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,01ME05-28010017,HILCO COALESCER SYSTEM..(HILCO DWG #2801-00-017-C)..Process Flow: 5GPM,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,02414-2000-Series,HILCO SIMPLEX GAS FILTER,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,02CS05,"HILCO LUBE OIL CONDITIONER SYSTEM..(HILCO DWG #2801-00-017-D)..- Carbon Steel Construction, with HILCO Epoxy Paint...- HILCO Pre-Filter (1/2-Micron)-Included...- Inlet/Outlet Sample Ports...- Inlet Strainer...- Differential Pressure Gauge...- High-Effi...",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,02R100-30065228,"HILCO OIL RECLAIMER System ..(HILCO DWG #3006-52-028-D) ..Process Flow: 100 GPH (Single Pass System)..-	�� FNPT Inlet Connection...-	�� FNPT Drain Connection...-	�� FNPT Return Connection...-	1� FNPT Outlet Connection...-	Skid Mounted Base..-	Carbon St...",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-006,Viton O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-012,O-Ring Viton,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-024,HOUSING INPUT O-RING,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-032,HILCO Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-037,HILCO O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-038,HILCO Cover Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-067,O-Ring Cover,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-068,HILCO Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-084,HILCO Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-146-T,HILCO O-Ring Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-162-T,HILCO O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-204-T,HILCO Cover Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-277-T,O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-282-T,0391-00-282-T,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-361-T,Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-364-T,0391-00-364-T,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-393-T,HILCO Cover Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-429-T,HILCO O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-463-T,HILCO O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-483-T,Viton O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-489-T,HILCO O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-593-T,HILCO O-Ring,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-715-T,O-Ring Viton,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0391-00-781,HILCO Gasket,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,4030048,"Filter, F9 Conical, 12.75X17.5X26, Cone, G90",Parker-Hannifin Corporation,12.75,17.5,26,,,f,16,
Active,Non-inventory Part,4030049,"Filter, F9 Cartridge, 12.75x26, Cylinder, G90",Parker-Hannifin Corporation,12.75,26,,,,f,5,
Active,Non-inventory Part,4030050,"Filter, E11 Conical, 12.75X17.5X26, Cone, G90",Parker-Hannifin Corporation,12.75,17.5,26,,,f,16,
Active,Non-inventory Part,4030051,"Filter, E11 Cartridge, 12.75x26, Cylinder, G90",Parker-Hannifin Corporation,12.75,26,,,,f,5,
Active,Non-inventory Part,4030070,"Filter, F8 Conical, clearcurrent PRO, 12.75X17.5X26, Cone, G90, Syn Media",Parker-Hannifin Corporation,12.75,17.5,26,,,f,16,
Active,Non-inventory Part,4030071,"Filter, F8 Cartridge, clearcurrent PRO, 12.75x26, Cylinder, G90, Syn Media",Parker-Hannifin Corporation,12.75,26,,,,f,5,
Active,Non-inventory Part,4030073,Composite filter for LM6000L,Parker-Hannifin Corporation,,,,,,f,16,
Active,Non-inventory Part,06-014905,GSKT BUNA-N 0.275 RD X 19.625 OD,"Precision Filter Products, LLC",0.275,19.625,,,,a,16,
Active,Non-inventory Part,06-014975,GSKT BUNA-N .275 RD x 30. OD,Hilliard Corporation,0.275,30,,,,a,16,
Active,Non-inventory Part,06-015625 GSKT,06-015625 GSKT BUNA-N 0.275 RD X 6.0 MODCO,"Precision Filter Products, LLC",0.275,6,,,,a,16,
Active,Non-inventory Part,0625-00-038T,HILCO Motor Blower,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0625-00-359-T,HILCO BLOWER ASSEMBLY,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,0630-03-020-C,"HEAT EXCHANGER ASSEMBLY..- 6� 150# ANSI FF Inlet/Outlet..- Motor 1 HP, 1450 RPM, 380-400-415V/50HZ/3PH..- 1 HP 1775 RPM, 460V/60HZ/3PH 145TZ Frame, Suitable for ATEX Zone 2 Hazardous Service..- See Reference Drawing..0630-03-020-C",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,100-5820,P566500 DONALDSON Filter Replacement,Killer Filter-PPD CREDIT CARD,,,,,,a,16,
Active,Non-inventory Part,10000154,DE 181~421 POWER SUPPLY 120-277 V..(W/ TOMBSTONES),UV Resources (Steril-Aire),,,,,,a,16,
Active,Non-inventory Part,10003-1636,,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,10014-033,"HILCO REPAIR KIT- 1.5"" B STYLE VALVE",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,10014-128,"HILCO REBUILD KIT 1.5"" E VLV W/SS",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,103-5703,P566220 DONALDSON Filter Replacement,Killer Filter-PPD CREDIT CARD,,,,,,a,16,
Active,Non-inventory Part,104Cx96,"104Cx96, BAG IN BAG OUT",P & G Manufacturing,104,96,,,,a,16,
Not-active,Non-inventory Part,107052-02,Part# 107052-02..Viledon P15/350S Bulk Roll LOGO,"Freudenberg Filtration Technologies, L.P.",,,,,,m,16,
Active,Non-inventory Part,11-0007-HT511-00-C,Part#11-0007..HT511-00-C Fuller Earth Filter Cartridge,Filter-Mart Corporation,,,,,,a,5,
Active,Non-inventory Part,1122-C-AC,PECO Activated Carbon Canister,"Precision Filter Products, LLC",,,,,,a,6,
Active,Non-inventory Part,11S000034,"11S000034 (C-86) 2"" WIRE FORMS",EFC International,,,,,,a,16,
Active,Non-inventory Part,1215-02-003-T,1215-02-003-T,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,1215-17-003-T,BEARING INPUT SHAFT,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,1215-17-007T,BEARING-CLUTCH ANGULAR CONTACT,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,1224-SPORAX,12x24 Rigid Pad w/Sporax,Fiber Bond Corporation,12,24,,,,f,16,
Active,Non-inventory Part,12243SS3401NoHoles,3401 Style Frame (No Holes) 12x24x3 A-8 Stainless Steel Frame,"Aircon Filter Mfg. Co., Inc.",12,24,3,,,a,16,
Active,Non-inventory Part,122Cx96,"122Cx96, BAG IN BAG OUT",P & G Manufacturing,122,96,,,,a,16,
Active,Non-inventory Part,1230-2Ply,12x30 2-Ply Panel,M.L. Filters,12,30,,,8,f,14,
Active,Non-inventory Part,1256-01-009-T,OIL SEAL,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,1260753,1260753 ..Hydac Repair Kit DFDK160/240/280 G1.1 NBR,"Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,1279-00-053-T,RETAINING RING INPUT SHAFT BEARING,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,1280-2ply,12x80 2-Ply Poly Link,M.L. Filters,12,80,,,8,f,18,
Active,Non-inventory Part,1280-3-Ply,12x80 3-Ply Poly Panel,M.L. Filters,12,80,,,8,f,14,
Active,Non-inventory Part,1430-2ply,14x30 2-Ply Poly Panel,M.L. Filters,14,30,,,8,f,14,
Active,Non-inventory Part,1550M1950V380U2P0,1550M1950V380U2P0 16x20x4  HM Modules,"Freudenberg Filtration Technologies, L.P.",16,20,4,,,a,16,
Active,Non-inventory Part,1640-2ply,16x40 2-Ply Panel,M.L. Filters,16,40,,,8,f,14,
Active,Non-inventory Part,1648-3-Ply,16x48 3-Ply Poly Panel,M.L. Filters,16,48,,,8,f,14,
Active,Non-inventory Part,1690-3ply,16x90 3-Ply Poly Link,M.L. Filters,16,90,,,8,f,18,
Active,Non-inventory Part,1831-2Ply,18x31 2-Ply Poly Panel,M.L. Filters,18,31,,,8,f,14,
Active,Non-inventory Part,1835396-006,"1835396-006:..17.5"" OD (18.5"" W/ LIP) x 14.00"" ID X 26"" DuraShield Composite Air Filter Cartridge Assembly, Open / Closed End Caps, Gasket - Includes Inner Pre-Filter Liner & Retainer Strip..",AAF/Flanders Corporation,17.5,14,26,,,f,5,
Active,Non-inventory Part,1848- 3-Ply Poly Panel,18x48 3-Ply Poly Panel,M.L. Filters,18,48,,,8,f,14,
Active,Non-inventory Part,1848-2 Ply Link,18x48-2 Ply Link,M.L. Filters,18,48,,,8,f,18,
Not-active,Non-inventory Part,1CCC-2SPLUS,"Coupon, Copper/ Silver, Logger","Freudenberg Filtration Technologies, L.P.",,,,,,a,16,
Active,Non-inventory Part,"2"" Long Nose Clip",2� Long Nose clip,EFC International,,,,,,a,16,
Active,Non-inventory Part,200-75-R,200-75-R Balston Filter Cartridge (Box of 15),"Precision Filter Products, LLC",,,,,,f,5,
Active,Non-inventory Part,20000400-30,GTD 34 VO - DOUBLE ENDED..EMITTER FOR DE 361,UV Resources (Steril-Aire),,,,,,a,16,
Active,Non-inventory Part,2045-2ply,20x45 2-Ply Poly Panel,M.L. Filters,20,45,,,8,f,14,
Active,Non-inventory Part,2045-3Ply,20x45 3-Ply Panel,M.L. Filters,20,45,,,8,f,14,
Active,Non-inventory Part,2048-2ply,20x48 2-Ply Poly Link,M.L. Filters,20,48,,,8,f,18,
Active,Non-inventory Part,2048-3-Ply,20x48 3-Ply Poly Panel,M.L. Filters,20,48,,,8,f,14,
Active,Non-inventory Part,2053-2Ply,20x53 2-Ply Poly Panel,M.L. Filters,20,53,,,8,f,14,
Active,Non-inventory Part,2065621,2065621..Hydac Replacement Element 0160D025W/HC,"Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,2090-3-Ply,20x90 3-Ply Poly Panel,M.L. Filters,20,90,,,8,f,14,
Active,Non-inventory Part,21000110 EGTS16 VO,21000110 EGTS 16 VO EMITTER 1 PACK | 21000110,UV Resources (Steril-Aire),,,,,,a,16,
Active,Non-inventory Part,210924102,"24"" x 24"" Poly Shield XI Panel",Fiber Bond Corporation,24,24,,,11,f,14,
Active,Non-inventory Part,21ME01-30820130,HILCO HYDROGEN FILTER ASSEMBLY..(HILCO DWG #3082-01-030-C) similar too DWG..- 4� -150# ANSI RF Flanged Inlet/Outlet Connections...- �� FNPT Vent/Drain Connections...- 15psi design...- Stainless Steel Construction...- Buna-N Seals...- HILCO Hydrogen Car...,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,"22"" Crank","PN 3750 22"" Assembly Crank",Riverfront Machine,,,,,,a,16,
Active,Non-inventory Part,22021,Seal Set W/Lubricant,"Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,228374001,"Campulse HemiPleat 1.18"" bolt hole /E10/GTC/Galv./Small CYL 26L",Camfill USA INC,,,,,,a,13,
Active,Non-inventory Part,22HMF-496012006,HILCO GAS COMPRESSOR FILTER SEPARATOR..(HILCO DWG #4960-12-006-D)..- 6� -600# ANSI RFLWN Flanged Inlet/Outlet Connections...- 1� 300# NPT Gauge/Drain/Equalizer Connections...- �� � 600# NPT PSV Connection...- 12� Top Flange Connection...- 900PSI Design...,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,231P,"231P ..SOLBERG Filter Element: Polyester, 9.5 in Overall Ht, 3 5/8 in Inside Dia, 5..3/4 in Outside Dia","Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,24114-3ply,24x114 3 Ply Poly Link,M.L. Filters,24,114,,,8,f,18,
Active,Non-inventory Part,2424-SPORAX,24x24 Rigid Pad w/Sporax,Fiber Bond Corporation,24,24,,,6,f,16,
Active,Non-inventory Part,24242C140,"24x24x2 Class 1 Pleat, 40% Metal Frame",Commercial Filters Sales,24,24,2,40%,7,f,13,
Active,Non-inventory Part,24243SS3401NoHoles,3401 Style Frame (No Holes) 24x24x3  A-8 Stainless Steel Frame,"Aircon Filter Mfg. Co., Inc.",24,24,3,,,f,16,
Active,Non-inventory Part,2436-2ply,24x36 2-Ply Poly Panel,M.L. Filters,24,36,,,8,f,14,
Active,Non-inventory Part,2436-3ply,24x36 3- Ply Poly Panel,M.L. Filters,24,36,,,8,f,14,
Active,Non-inventory Part,2472-2ply,24x72 2Ply Poly Panel,M.L. Filters,24,72,,,8,f,14,
Active,Non-inventory Part,2480-2ply,24x80 2-Ply Poly Link,M.L. Filters,24,80,,,8,f,18,
Active,Non-inventory Part,2484-2ply,24x84 2Ply Poly Panel,M.L. Filters,24,84,,,8,f,14,
Active,Non-inventory Part,2490-2ply,24x90 2-Ply Poly Panel,M.L. Filters,24,90,,,8,f,14,
Active,Non-inventory Part,25120-2ply,25x120 2-Ply Poly Link,M.L. Filters,25,120,,,8,f,18,
Active,Non-inventory Part,25120-3-Ply,25x120 3-Ply Poly Panel,M.L. Filters,25,120,,,8,f,14,
Active,Non-inventory Part,"26"" Crank","PN 3580 26"" Assembly Crank",Riverfront Machine,,,,,,a,16,
Active,Non-inventory Part,26718-530401118,"HILCO EHC OIL CONDITIONING SYSTEM..(HILCO DWG #5304-01-118-C)..- -16 SAE Inlet/Outlet Connections...- �� FNPT Drain Connection...- 100psi design...- ASME Code Construction...- Carbon Steel Construction Housings, with Zinc Coated Bolting and Stainless-S...",Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,28-0012PH-3-04-11-23,28-0012PH-3-04-11-23..Equivalent PK12-CHS,RSE Incorporated,,,,,,a,16,
Active,Non-inventory Part,3040-2ply,30x40 2-Ply Poly Link,M.L. Filters,30,40,,,8,f,18,
Active,Non-inventory Part,3040-3Ply,30x40 3-Ply Poly Panel,M.L. Filters,30,40,,,8,f,14,
Active,Non-inventory Part,31-036-055-S.3,"Absolute Separator..4� x 5� x 36"" L",MISC,4,5,36,,,a,16,
Active,Non-inventory Part,3143-T,"3143-T Rolled Cotton and Wood with Spiral Seamed Tin Plated Steel Center..Tube, 10-15 Micron, 4"" OD x 28 3/4"" L with Acrylic Sock Cover","Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,326-7584,326-7584..Same as Clark Reliance PN 2710H9V,Cleanova,,,,,,a,16,
Active,Non-inventory Part,330070412,24 x 24 x 12 Dustlok 30-HC,Fiber Bond Corporation,24,24,12,,,f,16,
Active,Non-inventory Part,3820-01-XXX,HILCO REPLACEMENT FILTER CARTRIDGE..(Replace Hydac #2206154)..Anti-Static Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3820-03-004-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3820-03-010-C,HILCO Filter Cartridge..(Direct Replacement for Donaldson P566338),Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3820-03-013-C,HILCO Gas Turbine Gear Box Filter..(Direct OEM Replacement of Donaldson P566198)....,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3820-11-001-A,HILCO Filter Cartridge GE Part #B984C302AP012 equiv to pall #HC9021FDR4ZYGE,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3820-11-013-C,HILCO Hydraulic Start Filter..(Direct OEM Replacement of Donaldson P566202)..,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3820-14-046,3820-14-046 Filter Hydraulic Oil,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3830-01-048,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-03-071-C,HILCO PLEATED CARTRIDGE,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-03-093-C,HILCO Hydraulic Start Filter.. (Direct OEM Replacement of Donaldson P566371),Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3830-03-xxx,HILCO Hydraulic Filter Element..(Direct Replacement for HYDAC 0240 D020 BH4HC/-V),Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3830-11-058-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-12-091-C,3830-12-091-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-14-010-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-14-017-C,HILCO Filter Element..Lube Oil Supply & Return..(Direct OEM Replacement of Donaldson P566220)..,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3830-14-061-C,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,3830-14-068-A,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-14-089-C,3830-14-089-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-14-095-C,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-14-098-C,HILCO Filter Cartridge..(Direct Replacement of Pall HC9651DP16Z),Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3830-14-099-C,3830-14-099-C Hilco Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3840-03-121,Hilco Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,3840-12-012-C,HILCO Filter Cartridge..(Direct Replacement for Pall HC8900FAN39Z),Hilliard Corporation,,,,,,a,5,
