Item,Description,Preferred Vendor,Size_Matched_Text,Height,Width,Depth,MERV,MERV Value,Classification
P15/350S-1330,13x30  Air Intake Filter,AFC Manufacturing,13x30 ,13.0,30.0,,,,air_filter
P15/350S Cut Pad,Cut Piece P15/350S,AFC Manufacturing,,,,,,,stock_item
P15/350S Roll,"P15/350S Viledon Bulk Roll 78.75"" x 98'4"" x ½""","Freudenberg Filtration Technologies, L.P.","78.75"" x 98",78.75,98.0,,,,stock_item
P15/500S Cut Pad,Cut Piece P15/500S,AFC Manufacturing,,,,,,,stock_item
P15/500S Roll,"P15/500S Viledon Bulk Roll 78.75"" x 65'7""","Freudenberg Filtration Technologies, L.P.","78.75"" x 65",78.75,65.0,,,,stock_item
P415-10A,Baldwin Lube Oil Filter Element,"Precision Filter Products, LLC",,,,,,,air_filter
"P524742-22"" Cranks","22"" Crank w/washer & gaskets / No Nuts",Riverfront Machine,,,,,,,stock_item
P90-220-AN-5E,"P90-220-AN-5E Parker P90 Series, PEACH Polyester Media, 2.5"" OD X 20""..Length, DOE, 5 Micron Rating..","Precision Filter Products, LLC",,,,,,,air_filter
PA/560 G-10,"Bulk Roll 83""x65'   PA/560 G-10 (2x20)M","Freudenberg Filtration Technologies, L.P.","83""x65",83.0,65.0,,,,stock_item
PA/560 G-10 Cut Media,Cut Piece PA/560 G-10,AFC Manufacturing,,,,,,,stock_item
PAR 10 RED MEDIA,"20½"" x 31' x 1"" RED MVS302",Blocksom & Co.,,,,,,,stock_item
PAR 20 BLUE MEDIA,"26½"" x 20' x 2"" BLUE",Blocksom & Co.,,,,,,,stock_item
PAR 20 GREEN Cut Pad,"24""x18'x2""  GREEN",Blocksom & Co.,"24""x18",24.0,18.0,,,,stock_item
PAR 20 GREEN MEDIA,"24"" x 18' x 2"" GREEN",Blocksom & Co.,"24"" x 18",24.0,18.0,,,,stock_item
PBF-0102-P01O10-020N-NS-V-NNS,PBF-0102-P01O10-020N-NS-V-NNS..Eaton POLYLINE Bag Filter Housing,Motion Industries,,,,,,,air_filter
PBG12241995,"12x24x19 MERV 15 (95%) 5 Pocket Fiberglass Bag Filter, Standard Header, No Gasket, No Loops",Glasfloss Industries,12x24x19,12.0,24.0,19.0,MERV 15,15.0,air_filter
PBG2424221810,"24x24x22 MERV 13 (85%) 10 Pocket Fiberglass Bag Filter, Standard Header",Glasfloss Industries,24x24x22,24.0,24.0,22.0,MERV 13,13.0,air_filter
PBG24242288,"24x24x22 MERV 13 (85%) 8 Pocket Fiberglass Bag Filter, Standard Header",Glasfloss Industries,24x24x22,24.0,24.0,22.0,MERV 13,13.0,air_filter
PBG24242298,"24x24x22 MERV 15 (95%) 8 Pocket Fiberglass Bag Filter, Standard Header",Glasfloss Industries,24x24x22,24.0,24.0,22.0,MERV 15,15.0,air_filter
PCB-BX,Puracarb Media,,,,,,,,air_filter
PCHG-336,"PCHG-336..PECO Conical Helix Gas 4.5"" O.D. x 36"" L 1 Micron Polyester..","Precision Filter Products, LLC",,,,,,,stock_item
PCHG-336-10,"PECO Conical Helix Gas Separator 4.5"" O.D. x 36"" L, 10 Micron,..Polyester PEACH Media","Precision Filter Products, LLC",,,,,,,air_filter
PD312-12-CG,HILCO Absorbing Filter,Hilliard Corporation,,,,,,,air_filter
PD718-03-CN,HILCO Dryer Cartridge,Hilliard Corporation,,,,,,,air_filter
PD718-12-CN,HILCO Cartridge,Hilliard Corporation,,,,,,,air_filter
PD718-12-CRN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PE 50 P2S,"Polyester SRB 7"" dia x 32"" Long..CS Ring","Industrial Filtration, Inc.",,,,,,,stock_item
PE10X29,"PE10X29 ..10u Pleated Polyester Filter L=29""  I=1""",United Filters,,,,,,,air_filter
PECO,,,,,,,,,stock_item
PELLET MEDIA,,AFC Manufacturing,,,,,,,stock_item
PES5P1F  Water Filter,PES5P1F-WE 5  Water Filter .. 5 mic..,"Industrial Filtration, Inc.",,,,,,,air_filter
PF12242N,"12x24x2, Galvanized Frame, Expanded Metal Mesh One Side",Smith Filter,12x24x2,12.0,24.0,2.0,,,stock_item
PF24242N,"24x24x2, Galvanized Frame, Expanded Metal Mesh One Side",Smith Filter,24x24x2,24.0,24.0,2.0,,,stock_item
PFA1120-10-A,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PFA1130-10-A,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PFAM- Metal Mesh Filters,PFAM- Metal Mesh Filters,Parker-Hannifin Corporation,,,,,,,air_filter
PH206-12-CGVHT,HILCO Pleated Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH310-01-C,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH310-10-C,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH312-01-CG,PH312-01-CG Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH312-03-CG,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH312-05-CG,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH312-10-CG,PH312-10-CG Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH312-11-CG,HILCO 312 PLEATED CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
PH312-12-CG,"Spare Cartridges, Packed 4/case",Hilliard Corporation,,,,,,,air_filter
PH312-12-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH414-01-CG,HILCO PLEATED CARTRIDGE..(Included),Hilliard Corporation,,,,,,,air_filter
PH414-11-CGVSSS,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH414-12-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH414-12-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH414-12 -CG,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH426-03-CG1V,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
PH426-12-CG1V,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,,air_filter
PH439-05-CG1V,HILCO OEM Filter Element,Hilliard Corporation,,,,,,,air_filter
PH511-12-C,HILCO HP Filter Element,Hilliard Corporation,,,,,,,air_filter
PH518-01-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH518-03-CG,PH518-03-CG HILCO Filter Element ....,Hilliard Corporation,,,,,,,air_filter
PH518-11-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH518-12-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH520-01-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH520-03-CGVRF,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH530-01-CGV,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH530-03-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH530-03-CGVJ,HILCO ANTI-STATIC CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
PH718-01-CN,PH718-01-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH718-01-CNV,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH718-01-CNVGE,PH718-01-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH718-03-CN,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH718-05-CN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH718-05-CNVGE,PH718-05-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH718-10-CN,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH718-11-CN,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH718-11-CNVGE,PH718-11-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH718-12-CN,PH718-12-CN,Hilliard Corporation,,,,,,,stock_item
PH718-12-CNJ,HILCO Anti Static Filter Element,Hilliard Corporation,,,,,,,air_filter
PH718-40-CN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH720-01-CG,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH730-01-CG1VGE,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH736-05-C,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH736-10-CB,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH739-01-CGV,HILCO 739 PLEATED CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
PH739-03-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH739-03-CGV,HILCO FILTER ELEMENT,Hilliard Corporation,,,,,,,air_filter
PH739-05-CG,HILCO Pleated Industrial Cartridge,Hilliard Corporation,,,,,,,air_filter
PH739-11-CG,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PH739-11-CG1VGE,Hilco Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH739-12-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PH739-12-CGV,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PHX/006157F,"V-Cell, ClearCurrent PHX, 23.3x23.3x17.1"" (593H x 593W x 435D)mm, DS Gasketed",Parker Hannifin Corporation - GT,"23.3x23.3x17.1""",23.3,23.3,17.1,,,air_filter
PKA-BX,Purokal AM Media,,,,,,,,air_filter
PKL-BX,Purakol Media,,,,,,,,air_filter
PL310-10-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL310-12-BC,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL310-12-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL511-05-C,PL511-05-C Cartridge,Hilliard Corporation,,,,,,,air_filter
PL511-10-C,HILCO 511 SAFEGARD CARTRIDGE,Hilliard Corporation,,,,,,,air_filter
PL511-12-C,Hilco Hyflow Oil Filter PL511-12-C,Hilliard Corporation,,,,,,,air_filter
PL518-05-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL518-10-C,PL518-10-C Cartridge,Hilliard Corporation,,,,,,,air_filter
PL718-03-CN,HILCO Lube Oil Filter Element..(Direct Replacement for KAYDON A910113),Hilliard Corporation,,,,,,,air_filter
PL718-03-N,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PL718-05-CN,PL718-05-CN Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL718-05-GE,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL718-05-N,PL718-05-CN Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL718-10-CN,Seal Oil Filter Cartridge..(Direct Replacement for Parker FP718-10 ),Hilliard Corporation,,,,,,,air_filter
PL718-12-CN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PL736-10-CNB,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PO25P2S-H,PO25P2S-H Snap Rings Bags with Handles,"Industrial Filtration, Inc.",,,,,,,air_filter
POG10P2SH,10u #2 Bag Polypro/Felt Glzd POG10P2SH,"Industrial Filtration, Inc.",,,,,,,air_filter
POG5P2SH,5u #2 Bag Polypro/Felt Glzd	POG5P2SH,"Industrial Filtration, Inc.",,,,,,,air_filter
Poly Panel-Special,Poly Panel Special,M.L. Filters,,,,,,,air_filter
PPSG-010-WS-PD2 Water Filter,PPSG-010-WS-PD2 Water Filter ..aka USA Blue Book P/N 66231 (10 mic)..,"Industrial Filtration, Inc.",,,,,,,air_filter
PRINTER FILTER,,,,,,,,,stock_item
PS 718-104-CNVSS,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PS511-040-CRF,HILCO Filter Element,Hilliard Corporation,,,,,,,air_filter
PS518-025-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PS718-040-CNVSS,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PS718-045-CNVSS,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PS718-200-CNVSS,HILCO HP Fuel Filter,Hilliard Corporation,,,,,,,air_filter
PS739-010-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
PSB/275S Roll,PSB/275S Viledon Bulk Roll,"Freudenberg Filtration Technologies, L.P.",,,,,,,stock_item
PSB/290 Cut Pad,PSB/290S Cut Piece,AFC Manufacturing,,,,,,,stock_item
PSB/290 S Roll,"PSB/290S Viledon Bulk Roll 78.75"" x 65'6""","Freudenberg Filtration Technologies, L.P.","78.75"" x 65",78.75,65.0,,,,stock_item
PUPB2424C5AX,"24.0 X 24.0 X 3 99.97% PURACELL PARTICLE BOARD FLUSH BOX, GASKET ON AIR EXIT, NO FACE GUARDS",Glasfloss Industries,24.0 X 24.0 X 3,24.0,24.0,3.0,99.97%,17.0,air_filter
PUPFB242441O,"24 X 24 X 4 MERV 11 PURACELL II PLASTIC BOX, NOMINAL SIZE",Glasfloss Industries,24 X 24 X 4,24.0,24.0,4.0,MERV 11,11.0,air_filter
PUPSLRB122449O,12x24x4 Puracell Plastic Frames MERV 15,Glasfloss Industries,12x24x4,12.0,24.0,4.0,MERV 15,15.0,air_filter
PUPSLRB202049O,20x20x4 Puracell Plastic Frames MERV 15,Glasfloss Industries,20x20x4,20.0,20.0,4.0,MERV 15,15.0,air_filter
PUPSLRB202449O,20x24x4 Puracell Plastic Frames MERV 15,Glasfloss Industries,20x24x4,20.0,24.0,4.0,MERV 15,15.0,air_filter
PUPSLRB202549O,20x25x4 Puracell Plastic Frames MERV 15- BOX STYLE NO HEADER,Glasfloss Industries,20x25x4,20.0,25.0,4.0,MERV 15,15.0,air_filter
PUPSLRB242449O,24x24x4 Puracell Plastic Frames MERV 15,Glasfloss Industries,24x24x4,24.0,24.0,4.0,MERV 15,15.0,air_filter
PUPSLRH122449O,12x24x4 Puracell Plastic Frames MERV 15- WITH HEADER,Glasfloss Industries,12x24x4,12.0,24.0,4.0,MERV 15,15.0,air_filter
PUPSLRH202549O,20x25x4 Puracell Plastic Frames MERV 15- WITH HEADER,Glasfloss Industries,20x25x4,20.0,25.0,4.0,MERV 15,15.0,air_filter
PUPSLRH242449O,24x24x4 Puracell Plastic Frames MERV 15- WITH HEADER,Glasfloss Industries,24x24x4,24.0,24.0,4.0,MERV 15,15.0,air_filter
PURAFILTERS,,,,,,,,,stock_item
PURII242446,"24x24x4 Puracell II Mini Pleat MERV 11, Fiberglass",Glasfloss Industries,24x24x4,24.0,24.0,4.0,MERV 11,11.0,air_filter
PUVXH1224B3O,12x24x12 MERV 14 Puracell VX Header Style,Glasfloss Industries,12x24x12,12.0,24.0,12.0,MERV 14,14.0,air_filter
PUVXH2424B3O,24x24x12 MERV 14 Puracell VX Header Style,Glasfloss Industries,24x24x12,24.0,24.0,12.0,MERV 14,14.0,air_filter
QAD2025154SS,20x25x15 QUAD 440 Self Sealing,Glasfloss Industries,20x25x15,20.0,25.0,15.0,,,stock_item
QC-1X375STD,"1"" X 375' QUICK CAP STD ROLL","Air Rite Service Supply, Inc","1"" X 375",1.0,375.0,,,,stock_item
QC-2X375STD,"2"" X 375' QUICK CAP STD ROLL","Air Rite Service Supply, Inc","2"" X 375",2.0,375.0,,,,stock_item
QC-4X375STD,"4"" X 375' QUICK CAP STD ROLL","Air Rite Service Supply, Inc","4"" X 375",4.0,375.0,,,,stock_item
R1- Bulk Roll,"70"" x 98.4' R1-  Bulk Roll","Freudenberg Filtration Technologies, L.P.","70"" x 98.4",70.0,98.4,,,,stock_item
R1/05,VILEDON 20x25x2 R1 Panel Filter (20/box),"Freudenberg Filtration Technologies, L.P.",20x25x2,20.0,25.0,2.0,,,air_filter
R1/44,VILEDON 24x24x2 R1 Panel Filter (20/box),"Freudenberg Filtration Technologies, L.P.",24x24x2,24.0,24.0,2.0,,,air_filter
R244P,R2 24X24 PANEL 20/CASE,"Freudenberg Filtration Technologies, L.P.",24X24,24.0,24.0,,,,air_filter
RBGC75A3.75,"RBGC75A3.75 Resin Bonded Filter Cartridge, 75 Micron, 3.75"" Length..Replacement for Cuno OFE-U30Q8","Precision Filter Products, LLC",,,,,,,air_filter
RC860MZ097ZSS,Visual Kind Indicator,"Flodraulic Group, Inc.",,,,,,,stock_item
ROYAL,,,,,,,,,stock_item
RT09B-16G20NN,RT09B-16G20NN Cuno Filter Replacement,Killer Filter-PPD CREDIT CARD,,,,,,,air_filter
S15-2522,"S15 Media 25.5 x 22.75..Equivalent to  FILTER, PRE, PAD, SNGF  Pre Filter SNGF/000230F",AFC Manufacturing,25.5 x 22.75,25.5,22.75,,,,air_filter
S15 Media pads SHW20,,SHW FILTER-Guangzhou Sun,,,,,,,stock_item
S15/500,"S15/500 Bulk Roll Media 72"" x 67'",AFC Manufacturing,"72"" x 67",72.0,67.0,,,,air_filter
SBG-SPECIAL,,Glasfloss Industries,,,,,,,stock_item
SBG12241263,12x24x12 3 Pocket Filter 65% Synthetic Special Bag Filter,Glasfloss Industries,12x24x12,12.0,24.0,12.0,65%,11.0,air_filter
SBG12241285,12x24x12 3 Pocket Bag Filter 85% Synthetic Special Bag Filter,Glasfloss Industries,12x24x12,12.0,24.0,12.0,85%,13.0,air_filter
SBG12241294,** 12x24x12 4P Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,12x24x12,12.0,24.0,12.0,95%,16.0,air_filter
SBG12241543,12x24x15 3 Pocket Merv 9 Synthetic Bag Filter,Glasfloss Industries,12x24x15,12.0,24.0,15.0,Merv 9,9.0,air_filter
SBG12241563,"12x24x15, MERV 11 Depth Loading Synthetic Pocket Filter (3 pocket)",Glasfloss Industries,12x24x15,12.0,24.0,15.0,MERV 11,11.0,air_filter
SBG12241564,12x24x15 4 Pocket Merv 11 Synthetic Bag Filter,Glasfloss Industries,12x24x15,12.0,24.0,15.0,Merv 11,11.0,air_filter
SBG12241566CM,"12x24x15 MERV 11, 6-Pocket  Synthetic Bag Filter, No Gasket, Loops None, Cambridge Header, Galv. Steel Frame",Glasfloss Industries,12x24x15,12.0,24.0,15.0,MERV 11,11.0,air_filter
SBG12241586,"12x24x15 6-Pocket MERV 13 Synthetic Bag Filter, Galv. Steel Frame",Glasfloss Industries,12x24x15,12.0,24.0,15.0,MERV 13,13.0,air_filter
SBG12241594,"12x24x15, MERV 15 Depth Loading Synthetic Pocket Filter (4 pocket)",Glasfloss Industries,12x24x15,12.0,24.0,15.0,MERV 15,15.0,air_filter
SBG122421-95,12x24x21 3 Pocket Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,12x24x21,12.0,24.0,21.0,95%,16.0,air_filter
SBG16201286,16x20x12 85% 6 Pocket Bag Filter,Glasfloss Industries,16x20x12,16.0,20.0,12.0,85%,13.0,air_filter
SBG20201244,"20x20x12, 40% Depth Loading Synthetic Pocket Filter (4 pockets)",,20x20x12,20.0,20.0,12.0,40%,7.0,air_filter
SBG20201286,"Synthetic Bag, 20x20x12 Merv 13 6P",Glasfloss Industries,20x20x12,20.0,20.0,12.0,Merv 13,13.0,air_filter
SBG202015,"Synthetic Bag, 20x20x15 MERV 15 8 Pockets, Gasket None, Loops None, Std Header, Nom Size",Glasfloss Industries,20x20x15,20.0,20.0,15.0,MERV 15,15.0,air_filter
SBG202021-95,20x20x21 6 Pocket Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,20x20x21,20.0,20.0,21.0,95%,16.0,air_filter
SBG20241295,20x24x12 Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,20x24x12,20.0,24.0,12.0,95%,16.0,air_filter
SBG202415,"20x24x15, MERV 11 Depth Loading Synthetic Pocket Filter (6 pocket)",Glasfloss Industries,20x24x15,20.0,24.0,15.0,MERV 11,11.0,air_filter
SBG20241586,20x24x15 6 Pocket 85% Synthetic Bag Filter (MERV 13),Glasfloss Industries,20x24x15,20.0,24.0,15.0,MERV 13,13.0,air_filter
SBG202421-95,20x24x21 6 Pocket Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,20x24x21,20.0,24.0,21.0,95%,16.0,air_filter
SBG20242298,20x24x22 Merv 15 Depth Load Sythetic 8-P,Glasfloss Industries,20x24x22,20.0,24.0,22.0,Merv 15,15.0,air_filter
SBG24241266E,24x24x12 6 Pocket Bag Filter 65% Synthetic Special Bag Filter,Glasfloss Industries,24x24x12,24.0,24.0,12.0,65%,11.0,air_filter
SBG24241285,24x24x12 6 Pocket Bag Filter 85% Synthetic Special Bag Filter,Glasfloss Industries,24x24x12,24.0,24.0,12.0,85%,13.0,air_filter
SBG24241286,24x24x12 6 Pocket Bag Filter 85% Synthetic Special Bag Filter,Glasfloss Industries,24x24x12,24.0,24.0,12.0,85%,13.0,air_filter
SBG24241288,24x24x12 8 Pocket Bag Filter 85% Synthetic Special Bag Filter,Glasfloss Industries,24x24x12,24.0,24.0,12.0,85%,13.0,air_filter
SBG24241296,24x24x12 6 Pocket Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,24x24x12,24.0,24.0,12.0,95%,16.0,air_filter
SBG24241546,24x24x15 6 Pocket Merv 9 Synthetic Bag Filter,Glasfloss Industries,24x24x15,24.0,24.0,15.0,Merv 9,9.0,air_filter
SBG242415612,"24x24x15 MERV 11, 12-Pocket  Synthetic Bag Filter, No Gasket, Loops None, Cambridge Header, Galv. Steel Frame",Glasfloss Industries,24x24x15,24.0,24.0,15.0,MERV 11,11.0,air_filter
SBG24241566,24x24x15 6-Pocket MERV11 Syntetic Bag Filter,Glasfloss Industries,24x24x15,24.0,24.0,15.0,MERV11,11.0,air_filter
SBG242415812,"24x24x15 12-Pocket MERV 13 Synthetic Bag Filter, Galv. Steel Frame",Glasfloss Industries,24x24x15,24.0,24.0,15.0,MERV 13,13.0,air_filter
SBG24241586,24x24x15 6 Pocket Merv 13 Synthetic Bag Filter,Glasfloss Industries,24x24x15,24.0,24.0,15.0,Merv 13,13.0,air_filter
SBG242415912,24x24x15 12-Pocket 95% Syntetic Bag Filter,Glasfloss Industries,24x24x15,24.0,24.0,15.0,95%,16.0,air_filter
SBG24241596,24x24x15 6-Pocket 95% Syntetic Bag Filter,Glasfloss Industries,24x24x15,24.0,24.0,15.0,95%,16.0,air_filter
SBG24241598,24x24x15 8 Pocket Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,24x24x15,24.0,24.0,15.0,95%,16.0,air_filter
SBG242421-95,24x24x21 6 Pocket Bag Filter 95% Synthetic Special Bag Filter,Glasfloss Industries,24x24x21,24.0,24.0,21.0,95%,16.0,air_filter
SBG242422,24x24x22 Merv 15  6 Pocket Synthetic Bag Filter,Glasfloss Industries,24x24x22,24.0,24.0,22.0,Merv 15,15.0,air_filter
SBG24242266,"24x24x21 (MERV 11) 6 Pocket Synthetic Bag Filter, Standard Header, Non Gasket",Glasfloss Industries,24x24x21 ,24.0,24.0,21.0,MERV 11,11.0,air_filter
SBG24242268,"Synthetic Bag, 24.0 in X 24.0 in X 22.0 in MERV 11 8.0 Pockets, Gasket None, Loops None, Std Header, Nom Size",Glasfloss Industries,,,,,MERV 11,11.0,air_filter
SBG24242286,"24x24x22 (MERV 13) 6 Pocket Synthetic Bag Filter, Standard Header, Non Gasket",Glasfloss Industries,24x24x22 ,24.0,24.0,22.0,MERV 13,13.0,air_filter
SBG242424,24x24x24 6 Pocket Bag Filter,Glasfloss Industries,24x24x24,24.0,24.0,24.0,,,air_filter
SBG24242596,24x24x25 6-Pocket Filter MERV 15 95% Synthetic Special Bag Filter,Glasfloss Industries,24x24x25,24.0,24.0,25.0,MERV 15,15.0,air_filter
SBG252010957,SBG252010957..20x25x10 Merv 15 7 Pocket Bag Filter with Aluminum Frame,Glasfloss Industries,.20x25x10,0.2,25.0,10.0,Merv 15,15.0,air_filter
SCF14.314.32EHTHCSS,14 1/4 x 14 1/4 x 2 Special Construction Filter HIGH TEMP PLEATED FILTER..WITH 304 SS FRAME AND 1 X 1 WIRE..MERV 10 HIGH CAPACITY,Smith Filter,14 1/4 x 14 1/4 x 2,14.25,14.25,2.0,MERV 10,10.0,air_filter
SCF36394EHTPSS,36 x 39 x 4 HIGH TEMP PLEATED FILTER Each 1 241.83 241.83..W/ STAINLESS STEEL FRAME..AND STAINLESS STEEL 1 X 1 WIRE..(actual dims: 36 x 39 x 3 7/8),Smith Filter,36 x 39 x 4,36.0,39.0,4.0,,,air_filter
SENSTD244849302A10,2x4 Sentinel Fan Filter Unit,,2x4,2.0,4.0,,,,air_filter
SHW-20-432,"S-15, White Synthetic Media ..6' x 72' Roll (432 ft²)",AFC Manufacturing,,,,,,,air_filter
SHW-CRBN4-SLIT,Carbon Media,AFC Manufacturing,,,,,,,air_filter
SMP-11AT-MINIPLEAT,SMP-11AT-MINIPLEAT,Aeolus Corporation,,,,,,,air_filter
SMP-16204-60,16x20x4 Mini MERV 12 Plastic Frame,Aeolus Corporation,16x20x4,16.0,20.0,4.0,MERV 12,12.0,air_filter
SMP-20254-60,20x25x4 Mini MERV 12 Plastic Frame,Aeolus Corporation,20x25x4,20.0,25.0,4.0,MERV 12,12.0,air_filter
SMP-24244-60,24x24x4 Mini MERV 12 Plastic Frame,Aeolus Corporation,24x24x4,24.0,24.0,4.0,MERV 12,12.0,air_filter
SMP-6020254,20x24x4 inch MERV 12 (70-75%) Synthetic Mini Pleat Panel Filter,,20x24x4,20.0,24.0,4.0,MERV 12,12.0,air_filter
SMP-8024242,MERV 13 24x24x2 Plastic Frame Pleat,Aeolus Corporation,24x24x2,24.0,24.0,2.0,MERV 13,13.0,air_filter
SMP-95AT20204,20x20x4 MERV 15 (95-100%) Synthetic Mini Pleat Filter,Aeolus Corporation,20x20x4,20.0,20.0,4.0,MERV 15,15.0,air_filter
SN3P,"Filter, Panel, SN3P, 580mmH x 650mmW x 98mmD (3.88"")",Parker-Hannifin Corporation,,,,,,,air_filter
SN3P/001428F,"Filter, Panel, SN3P, 580mmH x 650mmW x 48mmD",Parker-Hannifin Corporation,,,,,,,air_filter
SN7S,"Filter, Bag, EFSF6SN7 / SN7S, 580mmH x 650mmW x 700mmD (22.8""x25.6""x27.6"")","Wetzel Technologies Co., Ltd","22.8""x25.6""x27.6""",22.8,25.6,27.6,,,air_filter
SNGF/000230F,"Filter, Pad, SNGF, 580mmH x 650mmW",Parker-Hannifin Corporation,,,,,,,air_filter
Special Mini95-12122,12x12x2 M-15 Nexfil MINI Pleat,Commercial Filters Sales,12x12x2,12.0,12.0,2.0,,,air_filter
SS633-FD-5,"SS633-FD-5 ..Facet SS-5 Series Separator Cartridges..6"" OD x 33-1/4"" L, Qualified to El-1581, Fifth Edition","Precision Filter Products, LLC",,,,,,,air_filter
ST718-00-03ZXC0,HILCO Filter Cartridge,Hilliard Corporation,,,,,,,air_filter
Sub-Contractor Labor,,,,,,,,,stock_item
Surcharge,,,,,,,,,stock_item
T60 1/1,Viledon  24x24x26  60% Pocket,"Freudenberg Filtration Technologies, L.P.",24x24x26 ,24.0,24.0,26.0,60%,8.0,air_filter
T60 1/2,Viledon 12x24x26 6 Pocket,"Freudenberg Filtration Technologies, L.P.",12x24x26,12.0,24.0,26.0,,,stock_item
T60S 1/1,Viledon  24x24x20  60% Pocket,"Freudenberg Filtration Technologies, L.P.",24x24x20 ,24.0,24.0,20.0,60%,8.0,air_filter
T60S1/2,Viledon 12x24x20,"Freudenberg Filtration Technologies, L.P.",12x24x20,12.0,24.0,20.0,,,stock_item
T90 1/1 - 8P,Viledon  24x24x26  85%  8Pocket,"Freudenberg Filtration Technologies, L.P.",24x24x26 ,24.0,24.0,26.0,85%,13.0,air_filter
